0;0;0;0;land;false;unknown;0
1;250;171;210;land;true;plains;1
2;26;236;239;land;false;jungle;1
3;207;95;227;land;false;plains;1
4;96;212;206;land;false;hills;1
5;247;127;172;land;false;desert;1
6;93;237;197;land;false;desert;1
7;188;249;248;land;false;plains;1
8;233;237;92;land;false;mountain;1
9;235;161;168;land;false;plains;1
10;221;85;237;land;false;hills;1
11;175;178;153;land;true;plains;1
12;223;146;168;land;false;plains;1
13;219;162;236;land;false;hills;1
14;227;167;220;land;false;desert;1
15;200;247;94;land;true;forest;1
16;101;230;202;land;false;jungle;1
17;237;120;160;land;false;mountain;1
18;183;112;228;land;false;mountain;1
19;176;254;190;land;true;plains;1
20;15;244;245;land;true;hills;1
21;175;212;142;land;false;desert;1
22;185;182;134;land;true;mountain;1
23;199;219;98;land;true;forest;1
24;125;241;162;land;false;plains;1
25;199;236;112;land;false;desert;1
26;232;209;148;land;false;plains;1
27;203;249;208;land;false;plains;1
28;196;220;148;land;true;mountain;1
29;253;126;247;land;false;plains;1
30;124;215;185;land;false;hills;1
31;124;252;206;land;false;desert;1
32;199;120;217;land;false;plains;1
33;193;205;144;land;false;jungle;1
34;47;245;238;land;false;jungle;1
35;165;102;242;land;false;mountain;1
36;122;242;216;land;false;mountain;1
37;205;201;220;land;false;plains;1
38;112;222;197;land;false;forest;1
39;243;178;126;land;false;forest;1
40;245;213;235;land;false;plains;1
41;253;241;210;land;false;plains;1
42;239;62;210;land;false;forest;1
43;245;145;151;land;false;mountain;1
44;230;92;185;land;false;mountain;1
45;224;187;222;land;false;plains;1
46;251;246;105;land;false;plains;1
47;171;93;248;land;false;plains;1
48;187;129;207;land;true;plains;1
49;217;194;166;land;false;plains;1
50;97;254;218;land;false;desert;1
51;203;245;247;land;false;plains;1
52;236;232;90;land;false;plains;1
53;247;223;79;land;false;marsh;1
54;210;206;233;land;false;plains;1
55;154;245;165;land;true;plains;1
56;109;198;230;land;true;plains;1
57;223;209;162;land;false;jungle;1
58;231;118;201;land;false;plains;1
59;248;177;223;land;false;forest;1
60;245;254;156;land;false;plains;1
61;252;119;182;land;false;desert;1
62;241;73;215;land;false;forest;1
63;196;247;192;land;false;desert;1
64;106;217;188;land;false;plains;1
65;219;190;193;land;false;plains;1
66;182;236;236;land;true;hills;1
67;192;173;212;land;false;mountain;1
68;160;243;206;land;false;jungle;1
69;84;242;223;land;false;desert;1
70;40;252;249;land;false;plains;1
71;126;197;210;land;false;desert;1
72;186;221;238;land;false;plains;1
73;149;242;209;land;false;jungle;1
74;211;187;250;land;false;forest;1
75;217;223;228;land;false;plains;1
76;244;126;169;land;false;mountain;1
77;180;241;129;land;false;hills;1
78;240;169;237;land;true;plains;1
79;158;151;195;land;false;plains;1
80;161;195;225;land;false;plains;1
81;141;213;237;land;false;plains;1
82;194;146;205;land;false;plains;1
83;154;122;252;land;false;desert;1
84;230;152;210;land;true;plains;1
85;213;247;241;land;false;desert;1
86;252;246;158;land;false;desert;1
87;171;110;227;land;false;jungle;1
88;165;223;232;land;false;desert;1
89;251;199;153;land;false;plains;1
90;206;184;222;land;false;desert;1
91;235;189;140;land;true;mountain;1
92;236;214;107;land;false;plains;1
93;115;180;246;land;false;plains;1
94;131;177;239;land;false;mountain;1
95;128;210;177;land;false;hills;1
96;137;189;226;land;false;plains;1
97;245;201;151;land;true;mountain;1
98;179;224;239;land;false;plains;1
99;163;201;149;land;false;plains;1
100;197;192;214;land;false;plains;1
101;122;201;238;land;false;plains;1
102;232;203;176;land;false;forest;1
103;193;127;216;land;true;plains;1
104;184;247;195;land;true;plains;1
105;233;164;231;land;false;plains;1
106;192;92;246;land;false;plains;1
107;244;254;248;land;false;plains;1
108;225;105;253;land;false;desert;1
109;246;134;180;land;false;desert;1
110;214;239;173;land;false;hills;1
111;153;147;219;land;true;plains;1
112;251;160;113;land;false;plains;1
113;245;211;239;land;false;desert;1
114;230;121;208;land;false;jungle;1
115;201;254;207;land;false;forest;1
116;183;211;169;land;false;jungle;1
117;217;123;174;land;false;plains;1
118;187;208;238;land;false;plains;1
119;232;186;166;land;false;hills;1
120;131;233;220;land;false;forest;1
121;240;133;204;land;false;plains;1
122;206;175;188;land;false;mountain;1
123;222;228;128;land;false;plains;1
124;195;250;141;land;false;plains;1
125;152;199;179;land;false;desert;1
126;197;225;220;land;false;plains;1
127;181;145;201;land;false;mountain;1
128;44;228;233;land;false;plains;1
129;252;17;249;land;false;plains;1
130;117;214;199;land;false;hills;1
131;167;182;169;land;false;plains;1
132;164;185;249;land;true;plains;1
133;215;116;210;land;false;desert;1
134;220;165;173;land;false;plains;1
135;233;235;41;land;false;hills;1
136;178;153;191;land;false;jungle;1
137;160;225;208;land;true;plains;1
138;243;232;177;land;true;plains;1
139;180;140;230;land;false;plains;1
140;218;199;215;land;false;mountain;1
141;117;241;194;land;false;plains;1
142;229;245;131;land;false;mountain;1
143;252;170;253;land;false;desert;1
144;103;207;236;land;true;plains;1
145;144;199;190;land;false;desert;1
146;222;83;241;land;false;plains;1
147;203;154;150;land;true;plains;1
148;136;228;207;land;false;forest;1
149;213;246;179;land;false;hills;1
150;241;129;177;land;false;jungle;1
151;247;228;225;land;false;desert;1
152;244;198;82;land;false;plains;1
153;110;227;253;land;false;desert;1
154;142;253;223;land;false;hills;1
155;219;147;167;land;false;plains;1
156;126;196;190;land;true;plains;1
157;206;197;103;land;false;plains;1
158;61;208;251;land;true;plains;1
159;142;172;200;land;false;plains;1
160;121;249;204;land;false;plains;1
161;169;157;202;land;true;jungle;1
162;154;121;246;land;false;desert;1
163;169;219;184;land;false;jungle;1
164;248;235;244;land;false;hills;1
165;95;224;203;land;false;jungle;1
166;248;197;191;land;false;plains;1
167;203;120;214;land;false;plains;1
168;164;180;210;land;false;plains;1
169;203;143;245;land;false;jungle;1
170;176;137;239;land;false;jungle;1
171;149;165;242;land;false;hills;1
172;252;166;104;land;false;desert;1
173;150;247;147;land;false;plains;1
174;158;166;253;land;true;plains;1
175;253;252;31;land;false;plains;1
176;203;172;200;land;false;forest;1
177;229;162;166;land;false;plains;1
178;141;244;160;land;true;plains;1
179;186;75;251;land;true;plains;1
180;213;160;195;land;false;plains;1
181;251;219;48;land;true;plains;1
182;212;78;213;land;false;desert;1
183;160;248;114;land;false;desert;1
184;238;126;214;land;false;mountain;1
185;108;243;197;land;false;plains;1
186;241;163;189;land;false;plains;1
187;252;71;207;land;false;hills;1
188;139;233;199;land;false;plains;1
189;218;112;196;land;false;plains;1
190;129;170;249;land;false;plains;1
191;191;229;198;land;false;forest;1
192;210;225;152;land;false;plains;1
193;195;215;215;land;false;plains;1
194;126;209;234;land;false;plains;1
195;233;249;62;land;false;desert;1
196;219;48;246;land;false;plains;1
197;178;239;221;land;false;plains;1
198;87;224;214;land;false;plains;1
199;109;184;218;land;false;plains;1
200;192;138;211;land;false;mountain;1
201;239;119;209;land;true;plains;1
202;134;253;146;land;false;desert;1
203;248;239;147;land;true;plains;1
204;96;248;178;land;false;mountain;1
205;219;188;184;land;false;plains;1
206;247;190;82;land;false;mountain;1
207;134;123;250;land;false;mountain;1
208;158;207;154;land;false;plains;1
209;222;236;79;land;false;plains;1
210;148;211;190;land;false;hills;1
211;204;184;153;land;false;plains;1
212;98;189;226;land;true;plains;1
213;159;240;146;land;false;forest;1
214;129;167;247;land;false;plains;1
215;242;91;202;land;false;plains;1
216;124;228;249;land;false;plains;1
217;221;238;125;land;false;hills;1
218;249;142;227;land;true;plains;1
219;194;100;231;land;false;jungle;1
220;118;178;254;land;false;plains;1
221;209;152;161;land;false;hills;1
222;223;243;196;land;false;mountain;1
223;128;174;209;land;true;forest;1
224;247;170;150;land;false;plains;1
225;231;192;219;land;false;forest;1
226;199;220;175;land;true;forest;1
227;140;174;196;land;false;hills;1
228;165;193;233;land;false;desert;1
229;251;166;84;land;true;plains;1
230;247;206;89;land;false;hills;1
231;201;165;199;land;true;plains;1
232;155;230;145;land;false;plains;1
233;141;214;221;land;false;desert;1
234;220;162;177;land;false;plains;1
235;198;228;131;land;false;plains;1
236;199;121;230;land;false;jungle;1
237;233;131;153;land;false;plains;1
238;103;186;216;land;false;desert;1
239;111;224;188;land;false;plains;1
240;205;214;180;land;false;jungle;1
241;210;189;220;land;false;mountain;1
242;216;214;107;land;false;desert;1
243;115;204;196;land;true;hills;1
244;245;245;39;land;false;desert;1
245;81;240;245;land;false;desert;1
246;219;64;231;land;false;mountain;1
247;244;121;152;land;false;desert;1
248;149;197;162;land;true;plains;1
249;165;251;193;land;false;hills;1
250;146;157;243;land;false;desert;1
251;185;137;221;land;false;mountain;1
252;224;146;179;land;false;plains;1
253;136;179;212;land;false;plains;1
254;251;206;168;land;false;plains;1
255;232;154;252;land;true;plains;1
256;228;187;179;land;true;plains;1
257;154;216;183;land;false;plains;1
258;248;36;243;land;false;jungle;1
259;237;84;252;land;false;desert;1
260;253;193;177;land;false;plains;1
261;245;222;246;land;true;plains;1
262;157;154;212;land;false;plains;1
263;191;159;227;land;false;plains;1
264;167;247;252;land;false;plains;1
265;142;239;219;land;true;plains;1
